Station: T鄚ikon
Rural, < 1000 m
Daily means, O3: Maximum hourly mean of the day, PREC: Daily sums
winter time
Source: NABEL/MeteoSchweiz, provisional data
Date/time;O3 [痢/m設;NO2 [痢/m設;PM10 [痢/m設;NOX [痢/m設;TEMP [蚓];PREC [mm];RAD [W/m淫
10.12.2018;67.7;10.0;3.6;10.9;3.9;2.9;30.5
11.12.2018;62.8;14.7;6.8;17.2;1.0;0.0;69.9
12.12.2018;51.0;21.6;12.3;33.5;-2.1;0.0;46.8
13.12.2018;44.9;16.5;11.8;19.9;-0.7;0.0;65.1
14.12.2018;43.1;16.7;20.2;19.3;-1.9;0.0;38.7
15.12.2018;41.8;19.1;26.8;21.6;-3.0;0.0;21.9
16.12.2018;66.6;20.4;15.6;22.7;0.0;5.5;23.1
17.12.2018;44.2;19.2;9.5;23.2;1.8;0.1;31.4
18.12.2018;28.3;28.8;8.2;40.7;-2.0;0.0;31.1
19.12.2018;20.0;37.0;16.2;65.5;0.1;0.7;37.6
20.12.2018;62.5;12.1;6.9;13.2;5.1;0.6;38.6
21.12.2018;64.3;9.8;3.5;10.6;6.3;17.0;9.2
22.12.2018;73.6;5.0;2.0;5.5;9.8;12.6;16.7
23.12.2018;68.5;4.9;2.5;5.3;8.8;10.4;13.2
24.12.2018;64.6;9.0;3.6;10.5;5.6;15.6;25.1
25.12.2018;46.6;11.3;10.3;12.4;0.1;0.0;27.3
26.12.2018;37.7;13.1;15.8;14.3;-1.2;0.0;35.0
27.12.2018;15.1;22.3;19.1;27.9;-2.1;0.0;30.9
28.12.2018;35.1;27.3;20.0;43.3;0.1;0.0;61.7
29.12.2018;44.6;14.7;20.5;15.5;0.2;0.0;12.8
30.12.2018;40.5;14.4;14.6;15.5;2.6;0.0;15.8
31.12.2018;72.9;12.8;8.4;13.9;4.2;2.5;19.9
01.01.2019;57.1;6.9;8.3;7.4;3.3;0.1;19.3
02.01.2019;75.0;7.9;6.7;8.5;1.2;5.3;28.9
03.01.2019;62.3;13.7;9.1;15.1;-2.6;0.0;48.1
04.01.2019;65.1;21.5;12.1;25.7;-1.3;0.0;59.8
05.01.2019;62.4;12.7;12.9;13.5;0.4;5.4;12.2
06.01.2019;43.0;10.5;5.0;11.6;1.5;3.9;24.2
07.01.2019;46.2;16.6;8.4;20.2;1.3;0.3;22.9
08.01.2019;62.8;9.8;7.1;10.7;2.0;3.2;18.2
09.01.2019;69.9;9.7;4.0;10.5;0.5;2.7;27.3
10.01.2019;51.9;17.1;8.5;19.2;-1.6;5.7;21.2
11.01.2019;45.0;23.6;15.2;33.2;-2.6;0.7;45.5
12.01.2019;72.4;10.6;8.4;11.8;1.1;3.5;31.6
13.01.2019;71.5;5.0;1.2;5.5;3.3;22.8;10.0
14.01.2019;75.9;8.8;2.7;9.6;3.4;14.5;29.6
15.01.2019;59.8;14.6;7.8;17.1;1.2;0.0;61.7
16.01.2019;69.9;19.0;8.8;28.1;0.8;0.0;82.8
17.01.2019;70.6;9.0;5.9;9.9;4.6;7.6;16.3
18.01.2019;69.3;23.3;7.9;31.4;-1.2;0.6;77.3
19.01.2019;49.9;21.5;22.4;26.4;-5.2;0.0;71.9
20.01.2019;29.1;26.7;29.4;34.0;-4.1;0.0;50.6
21.01.2019;25.4;40.2;40.4;61.1;-2.6;0.0;64.2
22.01.2019;42.2;36.7;36.2;41.1;-2.3;0.0;29.4
23.01.2019;48.5;24.2;33.2;28.5;-3.4;0.0;72.5
24.01.2019;50.1;23.2;30.5;26.0;-2.7;0.4;19.1
25.01.2019;61.7;22.4;23.4;25.2;-3.2;0.0;89.5
26.01.2019;85.6;11.8;8.8;12.3;1.8;0.1;40.6
27.01.2019;81.7;8.0;3.1;8.5;3.8;5.0;41.5
28.01.2019;74.8;9.6;3.9;10.3;0.8;0.3;51.7
29.01.2019;77.7;16.6;8.7;18.1;-0.4;0.0;97.5
30.01.2019;79.1;14.6;8.9;15.9;-0.5;0.0;46.5
31.01.2019;81.6;25.5;6.9;30.2;-2.4;0.3;49.6
01.02.2019;36.4;38.9;18.4;49.1;1.0;1.6;26.5
02.02.2019;26.9;28.5;21.0;36.7;1.4;1.3;40.5
03.02.2019;61.9;15.0;11.8;16.7;0.3;15.7;24.3
04.02.2019;51.8;27.5;18.1;35.9;-2.8;0.2;60.2
05.02.2019;55.8;30.3;27.3;40.9;-5.1;0.0;94.8
06.02.2019;46.6;30.3;24.1;34.9;-4.7;0.0;72.5
07.02.2019;76.5;25.0;21.0;32.4;-1.4;13.6;41.2
08.02.2019;83.6;18.9;6.7;21.9;2.7;0.0;110.0
09.02.2019;80.9;8.7;3.7;9.2;6.5;0.7;69.5
10.02.2019;91.1;7.2;2.5;7.6;6.7;5.4;46.0
11.02.2019;84.4;10.4;3.8;11.4;2.1;4.3;72.7
12.02.2019;68.5;13.7;9.5;15.4;1.7;0.0;91.5
13.02.2019;60.5;24.9;17.0;34.4;-0.2;0.0;128.6
14.02.2019;61.0;26.8;20.4;38.8;1.4;0.0;133.0
15.02.2019;51.1;28.8;24.9;40.1;1.5;0.0;138.4
16.02.2019;53.0;21.0;19.2;26.5;2.3;0.0;144.6
17.02.2019;73.7;14.0;10.7;16.0;2.8;0.0;147.7
18.02.2019;68.1;25.3;17.8;34.8;3.3;0.0;145.6
19.02.2019;86.8;18.2;17.8;21.8;7.2;0.0;137.4
20.02.2019;72.4;22.2;23.5;29.0;4.4;0.0;134.3
21.02.2019;82.8;19.5;27.0;25.2;6.3;0.0;144.4
22.02.2019;69.6;20.7;27.8;24.5;7.5;0.1;57.7
23.02.2019;80.3;12.2;14.0;13.5;4.3;0.0;112.2
24.02.2019;73.1;17.1;12.2;18.8;1.9;0.0;163.4
25.02.2019;69.6;24.9;18.2;33.5;3.7;0.0;162.3
26.02.2019;74.2;19.4;19.0;27.5;4.0;0.0;162.5
27.02.2019;84.7;18.0;17.4;25.6;5.2;0.0;163.7
28.02.2019;110.2;9.5;20.7;10.2;10.6;0.0;161.0
01.03.2019;84.9;6.6;4.5;6.9;7.0;13.0;52.2
02.03.2019;;;;;;;
